Practice code,Practice name, Opt-out , List Size , Opt-out Rate 
A89032,NEW SILKSWORTH MEDICAL PRACTICE, 406 ," 9,745 ",4.17
A89034,PARK LANE PRACTICE, 253 ," 4,088 ",6.19
A89035,SOUTHLANDS MEDICAL GROUP, 377 ," 8,822 ",4.27
A89036,CASTLETOWN MEDICAL CENTRE, 49 ," 2,215 ",2.21
A89040,MONKWEARMOUTH HEALTH CENTRE, 177 ," 4,614 ",3.84
A89041,HAPPY HOUSE SURGERY, 287 ," 7,285 ",3.94
A89614,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG, 131 ," 4,305 ",3.04
A89616,RICKLETON MEDICAL CENTRE, 134 ," 2,298 ",5.83
A89617,I J HEALTHCARE, 133 ," 4,011 ",3.32
A89623,CHESTER SURGERY, 69 ," 2,795 ",2.47
B81002,CHP LTD - BRANSHOLME, 124 ," 3,107 ",3.99
B81003,BEACON MEDICAL, 439 ," 12,299 ",3.57
B81004,"EASTGATE MEDICAL GROUP, HORNSEA", 519 ," 12,429 ",4.18
B81005,THE CENTRAL SURGERY BARTON, 673 ," 17,084 ",3.94
B81006,HUMBER PRIMARY CARE LTD, 342 ," 8,392 ",4.08
B81007,WINTERTON MEDICAL PRACTICE, 606 ," 9,699 ",6.25
B81008,EAST HULL FAMILY PRACTICE," 1,638 "," 29,826 ",5.49
B81009,MARKET WEIGHTON GROUP PRACTICE, 486 ," 9,359 ",5.19
B81010,HESSLE GRANGE MEDICAL PRACTICE, 695 ," 12,485 ",5.57
B81011,KINGSTON HEALTH (HULL), 324 ," 9,776 ",3.31
B81012,DR AP KUMAR, 55 ," 3,312 ",1.66
B81013,MONTAGUE MEDICAL PRACTICE, 213 ," 8,712 ",2.44
B81014,PRACTICE TWO, 256 ," 6,689 ",3.83
B81015,CLEE MEDICAL CENTRE, 524 ," 14,054 ",3.73
B81016,PELHAM MEDICAL GROUP, 317 ," 9,644 ",3.29
B81017,KINGSTON MEDICAL GROUP, 431 ," 17,223 ",2.50
B81018,ORCHARD 2000 GROUP, 261 ," 9,155 ",2.85
B81020,THE SUTTON MANOR SURGERY, 572 ," 7,362 ",7.77
B81022,CAMBRIDGE AVENUE MEDICAL CENTRE, 404 ," 13,374 ",3.02
B81023,THE CHANTRY HEALTH GROUP, 178 ," 5,965 ",2.98
B81024,THE WILLERBY SURGERY, 357 ," 8,653 ",4.13
B81025,HOLDERNESS HEALTH," 1,663 "," 34,744 ",4.79
B81026,ANCORA MEDICAL PRACTICE," 1,133 "," 20,900 ",5.42
B81027,ST ANDREWS SURGERY, 166 ," 8,165 ",2.03
B81029,THE SNAITH AND RAWCLIFFE MEDICAL GROUP, 289 ," 11,228 ",2.57
B81030,SCARTHO MEDICAL CENTRE, 516 ," 13,488 ",3.83
B81031,FIELDHOUSE MEDICAL GROUP, 323 ," 12,147 ",2.66
B81032,WILBERFORCE SURGERY, 157 ," 4,585 ",3.42
B81034,LEVEN & BEEFORD MEDICAL PRACTICE, 450 ," 11,253 ",4.00
B81035,THE AVENUES MEDICAL CENTRE, 376 ," 7,036 ",5.34
B81036,POCKLINGTON GROUP PRACTICE, 663 ," 17,986 ",3.69
B81037,THE PARK SURGERY," 1,114 "," 15,050 ",7.40
B81038,THE OAKS MEDICAL CENTRE, 264 ," 7,651 ",3.45
B81039,THE ROXTON PRACTICE," 1,262 "," 33,189 ",3.80
B81040,DR JAD WEIR & PARTNERS, 421 ," 14,728 ",2.86
B81041,GILBERDYKE HEALTH CENTRE, 225 ," 6,157 ",3.65
B81042,MANOR ROAD SURGERY, 777 ," 13,031 ",5.96
B81043,SOUTH AXHOLME PRACTICE, 497 ," 14,869 ",3.34
B81045,ASHBY TURN PRIMARY CARE PARTNERS, 391 ," 12,618 ",3.10
B81046,THE BRIDGE GROUP PRACTICE, 278 ," 8,333 ",3.34
B81047,WOLSELEY MEDICAL CENTRE, 248 ," 7,403 ",3.35
B81048,MODALITY PARTNERSHIP (HULL)," 4,046 "," 56,571 ",7.15
B81051,OLD FIRE STATION SURGERY, 483 ," 10,030 ",4.82
B81052,PRINCES MEDICAL CENTRE, 354 ," 7,232 ",4.89
B81054,CLIFTON HOUSE MEDICAL CENTRE, 292 ," 8,486 ",3.44
B81055,THE LYNTON PRACTICE, 143 ," 4,375 ",3.27
B81058,SYDENHAM GROUP PRACTICE, 283 ," 8,371 ",3.38
B81060,"FIELD HOUSE SURGERY, BRIDLINGTON", 179 ," 6,219 ",2.88
B81061,THE RIDINGS MEDICAL GROUP," 1,429 "," 28,490 ",5.02
B81063,BRIDGE STREET SURGERY, 340 ," 6,746 ",5.04
B81064,CHURCH LANE MEDICAL CENTRE, 262 ," 9,359 ",2.80
B81065,TRENT VIEW MEDICAL PRACTICE, 428 ," 11,379 ",3.76
B81068,BARTHOLOMEW MEDICAL GROUP, 552 ," 17,377 ",3.18
B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON", 245 ," 10,142 ",2.42
B81070,PRACTICE ONE, 208 ," 6,151 ",3.38
B81074,CITY HEALTH PRACTICE LTD, 156 ," 6,547 ",2.38
B81075,HASTINGS MEDICAL CENTRE, 169 ," 3,701 ",4.57
B81077,WOODFORD MEDICAL PRACTICE, 266 ," 9,748 ",2.73
B81082,NORTH BEVERLEY MEDICAL CENTRE, 383 ," 6,653 ",5.76
B81085,BURNBRAE MEDICAL PRACTICE, 201 ," 4,871 ",4.13
B81087,BIRKWOOD MEDICAL CENTRE, 267 ," 8,339 ",3.20
B81088,HOWDEN MEDICAL PRACTICE, 334 ," 7,643 ",4.37
B81090,THE OSWALD ROAD MEDICAL SURGERY, 226 ," 4,507 ",5.01
B81091,LITTLEFIELD SURGERY, 109 ," 5,425 ",2.01
B81092,"THE MEDICAL CENTRE, DRIFFIELD", 540 ," 11,147 ",4.84
B81095,COOK BF, 134 ," 3,924 ",3.41
B81097,DELTA HEALTHCARE, 126 ," 2,846 ",4.43
B81099,THE KIRTON LINDSEY AND SCOTTER SURGERY, 458 ," 10,571 ",4.33
B81100,DR AC MILNER, 220 ," 4,124 ",5.33
B81101,GREENGATES MEDICAL GROUP, 998 ," 21,888 ",4.56
B81104,NAYAR JK, 329 ," 7,631 ",4.31
B81108,DR A SINHA, 201 ," 4,592 ",4.38
B81109,RIVERSIDE SURGERY, 504 ," 12,575 ",4.01
B81112,JAMES ALEXANDER FAMILY PRACTICE, 280 ," 8,584 ",3.26
B81113,CEDAR MEDICAL PRACTICE, 330 ," 8,181 ",4.03
B81118,WEST COMMON LANE TEACHING PRACTICE, 565 ," 8,039 ",7.03
B81119,GOODHEART SURGERY, 172 ," 6,653 ",2.59
B81606,STIRLING MEDICAL CENTRE (MATHEWS), 102 ," 4,236 ",2.41
B81616,DR GT HENDOW'S PRACTICE, 75 ," 2,721 ",2.76
B81617,THE BIRCHES MEDICAL PRACTICE, 193 ," 9,094 ",2.12
B81619,PARK VIEW SURGERY, 188 ," 3,656 ",5.14
B81620,BISWAS B, 37 ," 2,075 ",1.78
B81628,BARNETBY MEDICAL CENTRE, 71 ," 2,996 ",2.37
B81631,DRS RAUT AND THOUFEEQ, 80 ," 4,584 ",1.75
B81635,LAURBEL SURGERY, 150 ," 3,459 ",4.34
B81642,DR OZ QURESHI, 169 ," 4,190 ",4.03
B81645,EAST PARK PRACTICE, 115 ," 4,126 ",2.79
B81647,WEST TOWN SURGERY, 99 ," 3,005 ",3.29
B81648,THE KILLINGHOLME SURGERY, 46 ," 1,517 ",3.03
B81653,KING STREET MEDICAL CENTRE, 411 ," 7,394 ",5.56
B81655,GREENLANDS SURGERY, 90 ," 2,902 ",3.10
B81656,RAJ MEDICAL CENTRE, 173 ," 6,692 ",2.59
B81658,PEELER HOUSE SURGERY, 136 ," 3,044 ",4.47
B81663,CORE CARE FAMILY PRACTICE, 73 ," 2,643 ",2.76
B81664,HUMBERVIEW SURGERY, 63 ," 1,915 ",3.29
B81665,HEALING PARTNERSHIP, 62 ," 2,425 ",2.56
B81666,DR MITCHELL, 100 ," 1,960 ",5.10
B81675,HAXBY GROUP CALVERT & NEWINGTON, 351 ," 12,746 ",2.75
B81697,DR P SURESH BABU, 265 ," 2,762 ",9.59
B82002,MILLFIELD SURGERY, 281 ," 7,367 ",3.81
B82004,NIDDERDALE GROUP PRACTICE, 464 ," 10,752 ",4.32
B82005,PRIORY MEDICAL GROUP," 1,980 "," 57,823 ",3.42
B82007,TOWNHEAD SURGERY, 363 ," 9,559 ",3.80
B82008,NORTH HOUSE SURGERY, 309 ," 8,433 ",3.66
B82010,RIPON SPA SURGERY, 231 ," 7,888 ",2.93
B82011,SHERBURN SURGERY, 281 ," 5,577 ",5.04
B82012,THE LEEDS ROAD PRACTICE, 807 ," 14,625 ",5.52
B82013,THE MOSS PRACTICE, 726 ," 19,497 ",3.72
B82014,KINGSWOOD SURGERY, 489 ," 6,694 ",7.31
B82016,EAST PARADE SURGERY, 556 ," 7,862 ",7.07
B82017,WHITBY GROUP PRACTICE, 429 ," 13,664 ",3.14
B82018,ESCRICK SURGERY, 324 ," 6,180 ",5.24
B82019,TOPCLIFFE SURGERY, 120 ," 3,589 ",3.34
B82021,DALTON TERRACE SURGERY, 505 ," 8,899 ",5.67
B82022,GREAT AYTON SURGERY, 186 ," 5,656 ",3.29
B82023,CATTERICK VILLAGE SURGERY, 150 ," 6,417 ",2.34
B82024,EASTFIELD MEDICAL CENTRE, 313 ," 8,726 ",3.59
B82025,DERWENT PRACTICE," 1,064 "," 20,864 ",5.10
B82026,HAXBY GROUP PRACTICE," 1,478 "," 33,266 ",4.44
B82027,THE SPA SURGERY," 1,141 "," 14,730 ",7.75
B82029,DOCTORS LANE SURGERY, 102 ," 3,212 ",3.18
B82030,DR AKESTER & PARTNERS, 229 ," 5,881 ",3.89
B82031,SHERBURN GROUP PRACTICE, 538 ," 10,636 ",5.06
B82032,CHURCH LANE SURGERY, 339 ," 11,228 ",3.02
B82033,PICKERING MEDICAL PRACTICE, 642 ," 10,774 ",5.96
B82034,QUAKERS LANE SURGERY, 241 ," 6,289 ",3.83
B82035,SCORTON MEDICAL CENTRE, 158 ," 3,578 ",4.42
B82036,DR INGRAM & PTRS, 309 ," 7,537 ",4.10
B82037,FILEY SURGERY, 369 ," 8,948 ",4.12
B82038,CENTRAL HEALTHCARE," 1,230 "," 27,072 ",4.54
B82041,BEECH TREE SURGERY, 429 ," 16,291 ",2.63
B82042,LAMBERT MEDICAL CENTRE, 221 ," 8,418 ",2.63
B82044,STOKESLEY SURGERY, 315 ," 9,167 ",3.44
B82045,CENTRAL DALES PRACTICE, 98 ," 4,313 ",2.27
B82046,STAITHES SURGERY, 154 ," 3,061 ",5.03
B82047,UNITY HEALTH, 784 ," 22,223 ",3.53
B82049,THIRSK DOCTORS SURGERY, 294 ," 7,553 ",3.89
B82050,MOWBRAY HOUSE SURGERY, 969 ," 20,675 ",4.69
B82053,DYNELEY HOUSE SURGERY, 602 ," 13,515 ",4.45
B82054,SCARBOROUGH MEDICAL GROUP, 516 ," 14,902 ",3.46
B82057,SPRINGBANK SURGERY, 223 ," 6,828 ",3.27
B82059,CHURCH AVENUE MEDICAL GROUP, 473 ," 10,898 ",4.34
B82060,EASTGATE MEDICAL GROUP, 539 ," 12,700 ",4.24
B82061,BENTHAM MEDICAL PRACTICE, 259 ," 7,317 ",3.54
B82062,EGTON SURGERY, 109 ," 2,608 ",4.18
B82063,AYTON AND SNAINTON MEDICAL PRACTICE, 456 ," 9,097 ",5.01
B82064,TOLLERTON SURGERY, 132 ," 3,418 ",3.86
B82066,GLEBE HOUSE SURGERY, 264 ," 9,580 ",2.76
B82067,STOCKWELL ROAD SURGERY, 584 ," 7,713 ",7.57
B82068,HELMSLEY SURGERY, 151 ," 3,563 ",4.24
B82069,BEECH HOUSE SURGERY, 295 ," 7,333 ",4.02
B82071,THE OLD SCHOOL MEDICAL PRACTICE, 307 ," 7,535 ",4.07
B82072,THE FRIARY SURGERY, 186 ," 5,432 ",3.42
B82073,SOUTH MILFORD SURGERY, 379 ," 10,320 ",3.67
B82074,POSTERNGATE SURGERY," 1,668 "," 18,172 ",9.18
B82075,MAYFORD HOUSE SURGERY, 325 ," 9,643 ",3.37
B82077,KIRKBYMOORSIDE SURGERY, 281 ," 5,990 ",4.69
B82078,LEYBURN MEDICAL PRACTICE, 199 ," 6,078 ",3.27
B82079,STILLINGTON SURGERY, 311 ," 3,603 ",8.63
B82080,MY HEALTH GROUP, 894 ," 19,292 ",4.63
B82081,ELVINGTON MEDICAL PRACTICE, 336 ," 7,218 ",4.66
B82083,YORK MEDICAL GROUP," 1,759 "," 44,295 ",3.97
B82086,THE DANBY PRACTICE, 109 ," 2,427 ",4.49
B82088,BROOK SQUARE SURGERY, 326 ," 10,480 ",3.11
B82091,PARK PARADE SURGERY, 470 ," 7,782 ",6.04
B82097,SCOTT ROAD MEDICAL CENTRE, 330 ," 10,973 ",3.01
B82098,JORVIK GILLYGATE PRACTICE," 1,856 "," 24,523 ",7.57
B82100,FRONT STREET SURGERY, 723 ," 7,972 ",9.07
B82101,SLEIGHTS AND SANDSEND MEDICAL PRACTICE, 254 ," 5,226 ",4.86
B82104,HAREWOOD MEDICAL PRACTICE, 222 ," 7,809 ",2.84
B82105,TADCASTER MEDICAL CENTRE, 268 ," 9,017 ",2.97
B82106,HACKNESS ROAD SURGERY, 167 ," 4,146 ",4.03
B82609,AMPLEFORTH SURGERY, 168 ," 3,961 ",4.24
B82619,TERRINGTON SURGERY, 101 ," 1,512 ",6.68
B82622,REETH MEDICAL CENTRE, 68 ," 1,573 ",4.32
B82628,HUNMANBY SURGERY, 297 ," 4,037 ",7.36
B83002,ILKLEY & WHARFEDALE MEDICAL PRACTICE, 223 ," 5,100 ",4.37
B83005,THORNBURY MEDICAL PRACTICE, 249 ," 6,851 ",3.63
B83008,LING HOUSE MEDICAL CENTRE, 814 ," 19,398 ",4.20
B83009,SUNNYBANK & COWGILL MEDICAL PRACTICE, 754 ," 15,340 ",4.92
B83010,PARKLANDS MEDICAL PRACTICE, 441 ," 10,151 ",4.34
B83012,MANOR MEDICAL PRACTICE, 525 ," 10,639 ",4.93
B83014,BINGLEY MEDICAL PRACTICE, 633 ," 13,181 ",4.80
B83015,TONG MEDICAL PRACTICE, 257 ," 8,707 ",2.95
B83016,FARROW MEDICAL CENTRE, 417 ," 7,747 ",5.38
B83017,HORTON BANK PRACTICE, 339 ," 7,881 ",4.30
B83018,IDLE MEDICAL CENTRE, 490 ," 12,323 ",3.98
B83019,GRANGE PARK SURGERY, 300 ," 6,874 ",4.36
B83020,THE WILLOWS MEDICAL CTR., 445 ," 8,652 ",5.14
B83022,BAILDON MEDICAL PRACTICE, 347 ," 9,228 ",3.76
B83025,LITTLE HORTON LANE MEDICAL CENTRE - RAJA, 158 ," 4,317 ",3.66
B83026,PRIMROSE SURGERY, 191 ," 5,568 ",3.43
B83028,WIBSEY & QUEENSBURY MED P, 385 ," 10,879 ",3.54
B83029,LOW MOOR SURGERY, 416 ," 10,291 ",4.04
B83030,THORNTON & DENHOLME MEDICAL PRACTICE, 570 ," 9,109 ",6.26
B83031,OAK GLEN SURGERY, 125 ," 3,854 ",3.24
B83032,BRADFORD MOOR PRACTICE, 130 ," 3,848 ",3.38
B83033,MODALITY PARTNERSHIP (AWC)," 5,230 "," 87,233 ",6.00
B83034,GRANGE MEDICAL CENTRE, 370 ," 6,964 ",5.31
B83035,HORTON PARK MEDICAL PRACTICE, 506 ," 10,450 ",4.84
B83037,THE WILSDEN MEDICAL PRACTICE, 427 ," 10,117 ",4.22
B83038,LEYLANDS LANE MEDICAL PRACTICE," 1,180 "," 18,626 ",6.34
B83039,THE SALTAIRE & WINDHILL MEDICAL P'SHIP," 1,177 "," 23,999 ",4.90
B83041,BOWLING HALL MED PRACTICE, 531 ," 14,417 ",3.68
B83042,ROOLEY LANE MED. CENTRE, 409 ," 8,035 ",5.09
B83045,HOLLYNS HEALTH & WELLBEING - CLAYTON, 936 ," 13,292 ",7.04
B83051,BRADFORD STUDENT HEALTH SERVICE, 182 ," 9,130 ",1.99
B83052,KENSINGTON PARTNERSHIP," 1,123 "," 23,900 ",4.70
B83054,HAIGH HALL MEDICAL PRACTICE, 353 ," 6,091 ",5.80
B83055,THE RIDGE MEDICAL PRACT., 966 ," 23,735 ",4.07
B83056,MOORSIDE SURGERY, 451 ," 7,910 ",5.70
B83058,THE AVICENNA MEDICAL PRACTICE, 204 ," 7,875 ",2.59
B83062,ASHCROFT SURGERY, 473 ," 8,493 ",5.57
B83063,SHIPLEY MEDICAL PRACTICE-AFFINITY CARE," 1,199 "," 20,259 ",5.92
B83064,THE ROCKWELL AND WROSE PRACTICE, 639 ," 10,839 ",5.90
B83067,THE SPRINGFIELD SURGERY (BINGLEY), 371 ," 7,686 ",4.83
B83604,THE LISTER SURGERY, 222 ," 3,578 ",6.20
B83611,NEW OTLEY ROAD MEDICAL PRACTICE, 267 ," 7,629 ",3.50
B83614,PICTON MEDICAL CENTRE, 503 ," 9,369 ",5.37
B83617,DR U AKBAR, 145 ," 2,650 ",5.47
B83620,ADDINGHAM SURGERY, 260 ," 3,186 ",8.16
B83621,DR A AZAM & PARTNERS, 304 ," 4,187 ",7.26
B83622,DR IA GILKAR & PARTNERS, 168 ," 4,846 ",3.47
B83624,I G MEDICAL, 785 ," 17,763 ",4.42
B83626,VALLEY VIEW SURGERY, 284 ," 6,509 ",4.36
B83627,FRIZINGHALL MEDICAL CENTRE, 149 ," 3,725 ",4.00
B83628,CLARENDON MEDICAL CENTRE, 353 ," 9,159 ",3.85
B83629,PEEL PARK SURGERY, 134 ," 3,082 ",4.35
B83641,ASHWELL MEDICAL CENTRE, 407 ," 8,011 ",5.08
B83642,THE CITY MEDICAL PRACTICE, 210 ," 3,572 ",5.88
B83653,DR GILKAR, 350 ," 8,958 ",3.91
B83657,BEVAN HEALTHCARE CIC, 44 ," 5,823 ",0.76
B83659,PARK GRANGE MEDICAL CENTRE, 167 ," 3,506 ",4.76
B83660,BILTON MEDICAL CENTRE, 262 ," 6,098 ",4.30
B83661,MOOR PARK MEDICAL PRACTICE, 192 ," 2,971 ",6.46
B84001,STATION ROAD SURGERY, 343 ," 10,188 ",3.37
B84003,RYDINGS HALL SURGERY, 297 ," 8,175 ",3.63
B84004,HEBDEN BRIDGE GROUP PRACTICE," 1,526 "," 18,642 ",8.19
B84005,ROSEGARTH SURGERY, 397 ," 10,310 ",3.85
B84006,TODMORDEN GROUP PRACTICE, 901 ," 13,394 ",6.73
B84007,BRIG ROYD SURGERY, 371 ," 10,421 ",3.56
B84008,DR CHIN AND PARTNERS, 615 ," 15,563 ",3.95
B84009,STAINLAND ROAD MEDICAL CENTRE, 383 ," 11,423 ",3.35
B84010,KEIGHLEY ROAD SURGERY, 332 ," 10,657 ",3.12
B84011,CHURCH LANE SURGERY, 440 ," 11,488 ",3.83
B84012,SPRING HALL GROUP PRACTICE, 770 ," 19,652 ",3.92
B84013,PLANE TREES GROUP PRACTICE, 289 ," 8,819 ",3.28
B84014,RASTRICK HEALTH CENTRE, 131 ," 4,899 ",2.67
B84016,BANKFIELD SURGERY, 346 ," 10,628 ",3.26
B84019,THE BOULEVARD MEDICAL PRACTICE, 587 ," 15,516 ",3.78
B84021,KING CROSS PRACTICE, 945 ," 8,637 ",10.94
B84612,LISTER LANE SURGERY, 238 ," 8,660 ",2.75
B84613,BEECHWOOD MEDICAL CENTRE, 268 ," 9,395 ",2.85
B84618,CARITAS GROUP PRACTICE, 239 ," 8,815 ",2.71
B84623,LONGROYDE SURGERY, 181 ," 4,533 ",3.99
B85001,PARKVIEW SURGERY, 228 ," 7,480 ",3.05
B85002,DEARNE VALLEY HEALTH CENTRE, 164 ," 4,339 ",3.78
B85004,CALDER VIEW SURGERY, 246 ," 5,692 ",4.32
B85005,SHEPLEY HEALTH CENTRE, 262 ," 6,679 ",3.92
B85006,ELMWOOD FAMILY DOCTORS, 594 ," 14,735 ",4.03
B85008,BATLEY HEALTH CENTRE SURGERY, 244 ," 5,728 ",4.26
B85009,"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR", 220 ," 8,686 ",2.53
B85010,DALTON SURGERY, 264 ," 6,598 ",4.00
B85012,UNDERCLIFFE SURGERY, 894 ," 10,775 ",8.30
B85014,BROOKROYD HOUSE, 259 ," 9,522 ",2.72
B85015,WELLINGTON HOUSE, 351 ," 8,991 ",3.90
B85016,MELTHAM ROAD SURGERY, 435 ," 10,212 ",4.26
B85018,GROVE HOUSE SURGERY, 480 ," 9,210 ",5.21
B85019,MIRFIELD HEALTH CENTRE, 677 ," 17,554 ",3.86
B85020,EIGHTLANDS SURGERY, 264 ," 6,868 ",3.84
B85021,CLECKHEATON GROUP PRACTICE, 318 ," 9,376 ",3.39
B85022,HONLEY SURGERY, 482 ," 7,705 ",6.26
B85023,THE ALMONDBURY SURGERY, 261 ," 6,388 ",4.09
B85024,THE WATERLOO PRACTICE, 395 ," 9,682 ",4.08
B85025,BLACKBURN RD.MEDICAL CTR.," 1,155 "," 12,100 ",9.55
B85026,KIRKBURTON HEALTH CENTRE, 403 ," 8,118 ",4.96
B85027,THE LINDLEY GROUP PRACT., 899 ," 10,858 ",8.28
B85028,THE GRANGE MEDICAL PRACTICE, 810 ," 15,593 ",5.19
B85030,THE GREENWAY MEDICAL PRACTICE, 287 ," 8,352 ",3.44
B85031,LEPTON AND KIRKHEATON SURGERIES, 216 ," 6,782 ",3.18
B85032,MELTHAM GROUP PRACTICE, 245 ," 6,348 ",3.86
B85033,THE LINDLEY VILLAGE SURG., 247 ," 5,279 ",4.68
B85036,NEW STREET & NETHERTON GROUP PRACTICE, 320 ," 7,711 ",4.15
B85037,NEWSOME SURGERY, 215 ," 6,062 ",3.55
B85038,THE PADDOCK SURGERY, 190 ," 5,692 ",3.34
B85041,MOUNT PLEASANT MED CENTRE," 2,110 "," 15,519 ",13.60
B85042,PADDOCK AND LONGWOOD FAMILY PRACTICE, 379 ," 8,695 ",4.36
B85044,THORNTON LODGE SURGERY, 103 ," 2,826 ",3.64
B85048,WOODHOUSE HILL SURGERY, 187 ," 3,904 ",4.79
B85051,FIELDHEAD SURGERY, 338 ," 8,353 ",4.05
B85054,COLNE VALLEY GROUP PRACTICE, 780 ," 9,986 ",7.81
B85055,HEALDS ROAD SURGERY, 549 ," 11,294 ",4.86
B85058,ROSE MEDICAL PRACTICE, 113 ," 2,599 ",4.35
B85059,SLAITHWAITE HEALTH CENTRE, 310 ," 7,044 ",4.40
B85060,GREENHEAD FAMILY DOCTORS, 142 ," 2,426 ",5.85
B85061,SKELMANTHORPE FAMILY DOCTORS, 355 ," 9,374 ",3.79
B85062,UNIVERSITY HEALTH CENTRE, 390 ," 15,126 ",2.58
B85606,THORNHILL LEES MEDICAL CENTRE, 212 ," 4,795 ",4.42
B85610,OAKLANDS HEALTH CENTRE, 592 ," 10,491 ",5.64
B85611,DR HANDA & PARTNER, 135 ," 3,880 ",3.48
B85612,LIVERSEDGE MEDICAL CENTRE, 130 ," 3,787 ",3.43
B85614,CROFT MEDICAL CENTRE, 297 ," 6,222 ",4.77
B85619,COOK LANE SURGERY, 78 ," 2,930 ",2.66
B85620,WINDSOR MEDICAL CENTRE, 92 ," 2,212 ",4.16
B85622,BROUGHTON HOUSE SURGERY, 109 ," 3,176 ",3.43
B85623,MARSH SURGERY, 181 ," 3,140 ",5.76
B85634,BIRKBY HEALTH CENTRE, 160 ," 3,414 ",4.69
B85636,WESTBOURNE SURGERY, 208 ," 3,957 ",5.26
B85640,KIRKGATE SURGERY, 103 ," 3,228 ",3.19
B85641,LOCKWOOD SURGERY, 196 ," 4,605 ",4.26
B85645,SAVILE TOWN MEDICAL CTR., 90 ," 2,602 ",3.46
B85646,THE ALBION MOUNT MEDICAL PRACTICE, 274 ," 6,134 ",4.47
B85650,DR MAHMOOD & PARTNERS, 102 ," 4,529 ",2.25
B85652,SIDINGS HEALTHCARE CENTRE, 446 ," 7,753 ",5.75
B85655,CHERRY TREE SURGERY, 88 ," 2,483 ",3.54
B85659,THE WHITEHOUSE CENTRE, 12 ," 1,650 ",0.73
B85660,THE JUNCTION SURGERY, 196 ," 6,182 ",3.17
B86001,DR N SADDIQ'S PRACTICE, 67 ," 2,438 ",2.75
B86002,CITY VIEW MEDICAL PRACTICE, 349 ," 14,843 ",2.35
B86003,DR G LEES & PARTNERS, 574 ," 16,419 ",3.50
B86004,HIGHFIELD SURGERY, 315 ," 7,985 ",3.94
B86005,DR N DUMPHY & PARTNERS, 163 ," 5,561 ",2.93
B86006,DR L FREEMAN & PARTNERS, 520 ," 15,317 ",3.39
B86007,WINDMILL HEALTH CENTRE, 228 ," 8,708 ",2.62
B86008,ALWOODLEY MEDICAL CENTRE, 877 ," 19,348 ",4.53
B86009,MANSTON SURGERY, 306 ," 8,212 ",3.73
B86010,COLLINGHAM CHURCH VIEW SURGERY, 430 ," 9,830 ",4.37
B86011,HILLFOOT SURGERY, 402 ," 7,016 ",5.73
B86012,LEEDS CITY MEDICAL PRACTICE, 547 ," 18,709 ",2.92
B86013,THE NORTH LEEDS MEDICAL PRACTICE," 1,324 "," 21,580 ",6.14
B86014,ROBIN LANE HEALTH AND WELLBEING CENTRE, 469 ," 13,273 ",3.53
B86015,MANOR PARK SURGERY, 351 ," 14,122 ",2.49
B86016,SHAFTESBURY MEDICAL CTR., 549 ," 17,816 ",3.08
B86017,CRAVEN ROAD MEDICAL PRACTICE, 787 ," 16,196 ",4.86
B86018,MULBERRY STREET MEDICAL PRACTICE, 344 ," 7,646 ",4.50
B86019,RUTLAND LODGE MEDICAL CENTRE, 363 ," 9,379 ",3.87
B86020,LOFTHOUSE SURGERY, 418 ," 11,178 ",3.74
B86022,OAKWOOD LANE MEDICAL PRACTICE, 670 ," 13,979 ",4.79
B86024,PRIORY VIEW MEDICAL CENTRE, 222 ," 9,098 ",2.44
B86025,HYDE PARK SURGERY, 540 ," 11,429 ",4.72
B86028,DR JJ MCPEAKES PRACTICE, 179 ," 4,972 ",3.60
B86029,WESTGATE SURGERY, 273 ," 5,617 ",4.86
B86030,BURTON CROFT SURGERY, 726 ," 11,741 ",6.18
B86032,CHEVIN MEDICAL PRACTICE, 857 ," 19,078 ",4.49
B86033,NEW MEDICAL CENTRE, 385 ," 11,886 ",3.24
B86034,SPA SURGERY, 228 ," 6,652 ",3.43
B86035,SOUTH BANK SURGERY, 234 ," 9,443 ",2.48
B86036,GIBSON LANE PRACTICE, 385 ," 11,452 ",3.36
B86038,GUISELEY AND YEADON MEDICAL PRACTICE, 422 ," 12,280 ",3.44
B86039,ALLERTON MEDICAL CENTRE, 581 ," 9,887 ",5.88
B86041,VESPER ROAD, 302 ," 7,499 ",4.03
B86042,LINGWELL CROFT SURGERY, 383 ," 14,800 ",2.59
B86043,EAST PARK MEDICAL CENTRE, 176 ," 8,975 ",1.96
B86044,IRELAND WOOD SURGERY," 1,061 "," 26,673 ",3.98
B86048,GARFORTH MEDICAL CENTRE, 484 ," 13,964 ",3.47
B86049,WOODHOUSE MEDICAL PRACTICE, 427 ," 9,433 ",4.53
B86050,WEST LODGE SURGERY, 717 ," 19,889 ",3.61
B86051,AIRE VALLEY SURGERY, 489 ," 14,354 ",3.41
B86052,PARK ROAD & MENSTON, 664 ," 10,926 ",6.08
B86054,THE GARDEN SURGERY, 178 ," 6,286 ",2.83
B86055,ASHFIELD MEDICAL CENTRE, 169 ," 6,473 ",2.61
B86056,SHADWELL MEDICAL CENTRE, 142 ," 4,210 ",3.37
B86057,WINDSOR HOUSE GROUP PRACTICE, 730 ," 17,982 ",4.06
B86058,DR KW MCGECHAEN & PARTNER, 96 ," 4,178 ",2.30
